Judul Berita,Content,themes,author
VIDEO: Pelajar SMP Dibunuh Pacar Dan Dikubur Di Dapur Rumah Warga,"Seorang pelajar SMP berusia 14 tahun, tewas dibunuh oleh pacarnya. Setelah dibunuh, jasadnya dikubur di dapur rumah warga. Pelaku nekat berbuat keji, karena takut sang pacar hamil.",polisi,CNN Indonesia
"VIDEO: Perampokan Bank Di Lampung, Tiga Pegawai Kena Luka Tembak","Seorang pria bersenjata api merampok bank di Bandar Lampung. Perampok melukai tiga orang satuan pengamanan dan karyawan bank. Karyawan berhasil menangkap perampok tersebut, sebelum berhasil melarikan diri.",polisi,CNN Indonesia
Detik-Detik Aksi Perampokan Bank di Lampung,"Aksi perampokan oleh pelaku bersenjata api terjadi di Bank Arta Kedaton yang berlokasi di Jalan Laksmana Malahayati, Kota Bandar Lampung, Jumat (17/3) sekitar pukul 09.00 WIB. ;Peristiwa bermula saat satpam bank bernama Tito Alexander dan seorang teller hendak mengambil uang di Bank Mayora. ;Usai mengambil uang, mereka kembali ke Bank Arta Kedaton dan dikawal satpam dari Bank Mayora bernama Kismanto. ;""Tiba-tiba datang seorang pelaku, datang merebut tas yang dipegang satpam atas nama Tito Alexander,"" kata Kabid Humas Polda Lampung Kombes Zahwani Pandra Arsyad dalam keterangannya, Jumat (17/3). ;Saat itu, sempat terjadi upaya tarik menarik antara pelaku bernama Heri Gunawa dengan satpam atas nama Tito dan dibantu satpam Bank Mayora Kismanto. ;""Kemudian pelaku mengeluarkan senjata air softgun di balik baju langsung menembakkan senjata api tersebut ke arah satpam Tito dan mengenai perut samping sebelah kiri,"" ucap Pandra. ;""Lalu menembakkan kembali ke satpam atas nama Kismanto mengenai tangan sebelah Kanan dan perut sebelah kanan,"" sambungnya. ;Setelah melakukan penembakan, pelaku langsung berusaha melarikan diri dengan membawa tas yang berhasil diambilnya. ;Namun, saat akan kabur, pelaku diadang saksi bernama Rendy yang langsung membekapnya. Tak hanya itu, senjata air softgun yang dimiliki oleh pelaku juga berusaha direbut oleh saksi. ;Kemudian, datang saksi lain yang merupakan karyawan Bank Arta Kedaton bernama Hance. Ia berniat membantu saksi Rendy untuk menangkap pelaku. ;""Bermaksud ingin membantu saudara Rendy malah tertembak oleh pelaku mengenai dada sebelah kanan,"" ujar Pandra. ;""Kemudian senjata air softgun yang dipegang pelaku berhasil direbut dengan dibantu nasabah, karyawan dan warga sekitar pelaku berhasil diamankan,"" lanjutnya.",polisi,CNN Indonesia
"VIDEO: Suami Ditangkap Polisi Karena Mencuri, Istri Histeris","Salah satu istri pelaku pencurian histeris saat mengetahui suaminya ditangkap anggota Kepolisian Sektor Tampan, Kota Pekanbaru, Riau.Bersama tiga orang rekannya tersangka mencuri dengan cara mencongkel jendela rumah.",polisi,CNN Indonesia
3 PSK Asal Rusia Dideportasi dari Bali,"Kantor Wilayah Kementerian Hukum dan Hak Asasi Manusia Bali mendeportasi tiga warga negara asal Rusia yang bekerja sebagai pekerja seks komersial (PSK). ;Tiga WNA itu adalah VS (30, IL (30) dan TE (32). Mereka dideportasi pada Jumat (10/3) sekitar pukul 09:05 WITA lewat Bandara I Gusti Ngurah Rai, Bali. ;""Langsung dideportasi ke Rusia tapi transit dulu ke Turki karena menggunakan maskapai Turki,"" kata Kepala Kakanwil Kemenkumham Bali, Anggiat Napitupulu saat dihubungi Jumat, (10/3). ;Ketiga PSK Rusia itu ditangkap beberapa hari yang lalu oleh pihak Ditjen Imigrasi di Bali ;Usai ditangkap, mereka langsung ditempatkan ke Rumah Detensi Imigrasi Denpasar di Jimbaran. ;Penangkapan tiga PSK asal Rusia itu dilakukan melalui operasi pengawasan keimigrasian di wilayah Bali atas dasar laporan masyarakat. ;Dari laporan yang diterima, diduga ada aktivitas mencurigakan di sebuah vila di Seminyak. ;""Petugas lantas bergegas menyambangi tempat tersebut dan berhasil menggerebek tiga pasang WNI dan WNA,"" kata Direktur Jenderal Imigrasi, Silmy Karim. ;Kemudian, petugas imigrasi menangkap dan membawa ketiga pasangan tersebut untuk diperiksa. Setelah didalami, VS, IL dan TE terbukti merupakan PSK. ;VS dan TE masuk ke Indonesia menggunakan visa kunjungan B211A, sedangkan IL menggunakan Visa on Arrival (VoA). ;""Kami mengajak masyarakat untuk turut berpartisipasi menjaga keamanan tempat tinggalnya dengan melaporkan jika ada kecurigaan terhadap aktivitas WNA,"" kata Silmy.",polisi,CNN Indonesia
VIDEO: Maraknya Perilaku Perundungan Berujung Kriminal,"Kasus bullying yang dilakukan anak di bawah umur semakin mengkhawatirkan. Tidak hanya secara verbal,tindakan perundungan bahkan mengarah pada tindakan kriminal dan ironisnya terjadi di lingkungan sekolah. ;Untuk membahas perilaku perundungan pada anak di bawah umur,sudah bergabung bersama kami kriminolog universitas Budi Luhur, Lucky Nurhadiyanto.",polisi,CNN Indonesia
"VIDEO: Pemilik ke Masjid, Delman Berikut Kudanya Digondol Maling","Kasus pencurian unik terjadi di Semarang, Jawa Tengah.Satu unit delman beserta kudanya hilang digasak dua pelaku saat ditinggal pemiliknya beribadah di masjid.Menurut catatan polisi, kasus pencurian delman dan kudanya baru pertama terjadi di wilayah Semarang Timur.",polisi,CNN Indonesia
Apakah Penderita Diabetes Bisa Sembuh Total?,"Orang yang telah divonis menderita diabetes, terutama diabetes tipe 2 tentu ingin sembuh. Karena itu sangat wajar saat muncul pertanyaan, apakah penderita diabetes bisa sembuh total? ;Diabetes sendiri merupakan salah satu penyakit yang bisa diderita siapa saja. Bahkan, saat ini penderita diabetes bukan hanya orang lanjut usia. Tidak sedikit juga orang di usia 30-40 tahun dinyatakan menderita diabetes. ;Lantas, apakah penyakit ini bisa disembuhkan? ;Melansir Northern Nevada, tidak ada obat untuk diabetes tipe 2. Tapi bukan berarti diabetes akan terus menggerogoti tubuh Anda. ;Diabetes memang tidak bisa disembuhkan. Tetapi ada kemungkinan tubuh bisa berada pada kondisi di mana Anda tidak memerlukan obat untuk mengelola diabetes. Tubuh juga tidak akan menderita efek buruk karena kadar gula darah yang terlalu tinggi. ;Hal ini bisa dilakukan dengan mengubah gaya hidup yang positif. Misalnya, makan makanan yang seimbang, berolahraga secara teratur, dan menurunkan berat badan yang sehat. Semua ini adalah kunci untuk membalikkan atau mengelola diabetes tipe 2. ;Perubahan gaya hidup lainnya juga dapat membantu. Termasuk tidak merokok, tidur cukup, membatasi alkohol, dan mengelola stres. Namun, bagi sebagian orang ini masih belum cukup dan pengobatan diperlukan untuk mengatasi kondisi tersebut. ;Saat seseorang bertanya, apakah penderita diabetes bisa sembuh total, mungkin terdengar klise. Sebab banyak orang yang berakhir putus asa saat dinyatakan menderita diabetes tipe 2. ;Tapi, menukil Diabetes UK, tidak ada yang tidak mungkin. Memang tidak ada jaminan bahwa diabetes Anda hilang selamanya. Tapi, kadar gula darah Anda bisa berada di bawah kisaran diabetes dan tidak memerlukan obat-obatan lagi untuk melanjutkan hidup. ;Kondisi ini oleh para tenaga medis disebut dengan remisi diabetes. Remisi akan terlihat melalui penurunan berat badan. Remisi lebih mungkin terjadi jika Anda menurunkan berat badan sesegera mungkin setelah diagnosis diabetes. ;Jika Anda mengalami obesitas, diabetes kemungkinan besar akan sembuh saat kehilangan banyak berat badan. Misal 15 kg secepat dan seaman mungkin setelah diagnosis. ;Penting untuk diketahui bahwa tidak semua orang yang kehilangan berat badan sebanyak ini dapat menyembuhkan diabetesnya. Tetapi kehilangan 15 kg tentunya mendatangkan banyak manfaat kesehatan. ;Itulah penjelasan terkait apakah penderita diabetes bisa sembuh total. ;
 ;",rumah sakit,CNN Indonesia
"5 Manfaat Susu, Salah Satunya Bisa Turunkan Berat Badan","Susu memiliki banyak manfaat untuk kesehatan. Bukan hanya bayi, siapa saja disarankan minum susu. Mulai dari anak-anak, remaja, orang dewasa, bahkan lansia disarankan minum susu. ;Apa saja manfaat susu untuk kesehatan tubuh? ;Melansir Eating Well, susu mengandung banyak nutrisi di dalamnya. Dalam satu porsi atau sekitar 1 cangkir susu rendah lemak, terdapat kalori sebanyak 122, protein 8 gram, lemak total 5 g, lemak jenuh 3 g, karbohidrat 12 g, serat 0 g, dan gula 12 g yang terjadi secara alami. ;Bertepatan dengan perayaan Hari Susu Sedunia 2023, penting untuk mengetahui manfaat minum susu agar Anda semakin semangat minum susu setiap hari. Berikut beberapa manfaatnya dilansir berbagai sumber: ;Menukil Health Hub, susu merupakan sumber kalsium dan fosfor yang sangat baik. Keduanya diperlukan untuk mengembangkan dan memelihara tulang dan gigi agar tetap kuat dan sehat. Dengan begitu, susu juga bisa mengurangi risiko osteoporosis dan patah tulang di kemudian hari. ;Dalam jurnal yang keluar pada 2016 yang diterbitkan di Food and Nutrition Research, para peneliti di Eropa meninjau soal manfaat susu. Mereka meninjau bukti ilmiah dari studi yang ada tentang efek kesehatan dari susu dan produk susu. ;Bukti yang ada menunjukkan bahwa asupan susu dikaitkan dengan menurunnya risiko penyakit berbahaya. Mulai dari obesitas yang lebih rendah, diabetes tipe 2, penyakit jantung, serta kanker usus besar, kandung kemih, lambung, dan payudara. ;Susu kaya akan vitamin B12, riboflavin (vitamin B2) dan niacin (vitamin B3) yang membantu konversi makanan menjadi energi. Vitamin B12 juga dibutuhkan untuk pembentukan sel darah merah dan fungsi normal sistem saraf pusat. ;Protein utama dalam susu adalah kasein dan whey. Keduanya membantu membangun massa otot tanpa lemak dan mengurangi lemak tubuh. ;Penelitian menunjukkan konsumsi susu secara teratur mungkin tidak akan merugikan Anda jika Anda mencoba menurunkan berat badan atau mempertahankan berat badan yang sehat. Hal ini sebagian besar disebabkan oleh kombinasi karbohidrat, protein, dan lemak yang membuat lebih kenyang yang ditemukan dalam susu. ;Protein dan lemak dapat membantu membuat susu sangat mengenyangkan, yang dapat membantu menurunkan berat badan. Karbohidrat memberi Anda energi dan membantu fungsi tubuh sebaik mungkin. ;Itulah 5 manfaat susu untuk kesehatan tubuh. ;
 ;",rumah sakit,CNN Indonesia
Poin-poin Aturan soal PNS Boleh Poligami,"Pegawai Negeri Sipil (PNS) pria diperbolehkan untuk berpoligami. Hal itu diatur dalam Peraturan Pemerintah (PP) Nomor 10 Tahun 1983 tentang Izin Perkawinan dan Perceraian Bagi Pegawai Negeri Sipil. ;Dalam keterangannya di laman BKN, Yuyud menjelaskan PNS laki-laki yang mau berpoligami harus mendapatkan izin. Sementara PNS perempuan tidak diperbolehkan jadi istri kedua, ketiga, atau keempat. ;""PNS wanita tidak diizinkan untuk menjadi isteri kedua/ketiga/keempat. Untuk PNS pria yang akan beristri lebih dari satu, wajib memperoleh izin dari pejabat dan memenuhi syarat-syarat,"" ujar Yuyud dikutip Rabu (31/5). ;Yuyud mengatakan terdapat sejumlah syarat yang mesti dipenuhi PNS pria apabila ingin berpoligami. Syarat tersebut terdiri dari syarat alternatif dan syarat kumulatif. ;Syarat alternatif ;Istri tidak dapat menjalankan kewajibannya sebagai istri;Istri mendapat cacat badan atau penyakit lain yang tidak dapat disembuhkan yang dibuktikan dengan surat keterangan dokter; dan/atau ;Istri tidak dapat melahirkan keturunan setelah menikah sekurang-kurangnya sepuluh tahun yang dibuktikan dengan surat keterangan dokter. ;Syarat kumulatif ;Ada persetujuan tertulis dari istri sah PNS yang bersangkutan dibuktikan dengan surat pernyataan bermaterai;PNS pria yang bersangkutan mempunyai penghasilan yang cukup; dan ;Ada jaminan tertulis dari PNS pria yang bersangkutan bahwa ia akan berlaku adil terhadap istri-istri dan anak-anaknya. ;Izin untuk poligami tidak akan diberikan jika tak memenuhi syarat, bertentangan dengan peraturan agama yang dianut PNS, atau dapat mengganggu pelaksanaan tugas kedinasan. ;Menurut perubahan PP Nomor 10/1983 yang tertuang dalam PP Nomor 45/1990, PNS perempuan tidak boleh jadi istri kedua, ketiga, atau keempat. ;Aturan perceraian ;Yuyud juga menjelaskan terkait ketentuan Pasal 3 ayat (1) PP Nomor 45 Tahun 1990. Dalam pasal itu diatur PNS yang akan melakukan perceraian wajib memperoleh izin atau surat keterangan lebih dahulu dari pejabat. ;Yuyud mengatakan hal tersebut berlaku bagi PNS yang melakukan perceraian, baik sebagai penggugat maupun tergugat. ;Larangan hidup bersama di luar perkawinan sah ;Selain itu, Yuyud juga menyampaikan larangan hidup bersama di luar ikatan perkawinan yang sah bagi PNS. Hal itu diatur dalam Pasal 14 PP Nomor 45/1990. ;",rumah sakit,CNN Indonesia
"Polusi Udara Meningkat, Hindari 5 Kebiasaan yang Buat Paru-paru Lemah","Tingkat polusi udara di sejumlah daerah di Indonesia saat ini tengah meningkat, di antaranya Jakarta dan Tangerang Selatan. Karena itu, kita harus melakukan berbagai upaya untuk menjaga paru-paru tetap sehat dan kuat di tengah polusi udara yang memburuk. ;Salah satunya dengan menghindari kebiasaan yang membuat paru-paru lemah. ;Sangat penting menghindari sejumlah kebiasaan buruk yang bikin paru-paru lemah sebelum fungsi organ tersebut terganggu. Sebab, ketika saluran pernapasan terganggu sedikit saja, bisa berdampak besar pada seluruh kesehatan tubuh. ;Untuk itu, penting mengetahui apa saja kebiasaan yang bisa membuat paru-paru lemah, Hal ini agar bisa dihindari sebelum terlambat. Berikut daftarnya: ;Bukan rahasia umum jika merokok berdampak pada sejumlah masalah kesehatan. Salah satu dampak paling nyata adalah paru-paru yang rusak. ;Melansir berbagai sumber, saat Anda merokok, struktur paru-paru bisa berubah. Hal ini membuat paru-paru lebih sulit mengembang dan berkontraksi seperti biasa saat bernapas normal. ;Faktanya, merokok juga bisa membuat paru-paru meradang dan menghasilkan banyak lendir. Hal ini bisa mengganggu kapasitas paru-paru dan pertukaran oksigen. ;Kebiasaan membungkuk yang bisa mengubah struktur tubuh ternyata buruk untuk kesehatan paru-paru. Hal ini lantaran saat membungkuk, hanya ada sedikit ruang bagi paru-paru untuk mengembang. ;Postur tubuh buruk yang bungkuk ini juga bisa membuat pernapasan menjadi dangkal. Akibatnya oksigen yang dihirup tidak bisa maksimal masuk ke paru-paru. ;Memiliki gaya hidup yang tidak aktif dan tidak olahraga dapat merusak paru-paru. Olahraga adalah kunci kesehatan paru-paru. Sebab, melansir Oladoc, olahraga membantu meningkatkan fungsi paru-paru sehingga menghasilkan sirkulasi oksigen yang lebih baik ke seluruh tubuh. ;Olahraga juga membantu menjaga paru-paru Anda dalam kondisi yang baik sehingga dapat menjalankan fungsinya secara normal tanpa hambatan. Selain itu, olahraga teratur juga melindungi paru-paru dari penyakit. ;Meskipun Anda sendiri tidak merokok, kolega atau teman mungkin merokok. Berada di lingkungan perokok dapat membuat Anda terpapar asap rokok. Fenomena ini dikenal sebagai perokok pasif. ;Perokok pasif sangat berbahaya dan dapat meningkatkan risiko penyakit paru-paru. Oleh karena itu, tegaslah untuk tidak merokok. Misalnya, jika seseorang sedang merokok di sebelah Anda, cobalah pergi ke tempat lain atau dengan sopan mintalah orang tersebut mematikannya atau merokok agak jauh dari Anda. ;Rokok elektrik atau vape tidak lebih baik dari rokok konvensional. Rokok jenis ini juga dapat membahayakan paru-paru Anda. ;Vape juga membawa racun yang dapat merusak tubuh. Selain meningkatkan risiko penyakit kardiovaskular, mereka juga dapat menyebabkan cedera paru-paru. Vaping juga dapat memperburuk kasus asma jika Anda sudah memilikinya. Bahkan dapat menyebabkan asma jika Anda tidak memiliki kondisi tersebut. ;Selain itu, vaping juga meningkatkan risiko kolaps paru-paru. Ini juga dikaitkan dengan pneumonia, batuk, dan peradangan di paru-paru. ;Itulah 6 kebiasaan yang membuat paru-paru lemah yang perlu Anda hindari di tengah kondisi meningkatnya polusi udara.  ;",rumah sakit,CNN Indonesia
Kemendag Klaim Warga Bengkalis Tak Konsumsi Daging Kerbau Ilegal,"Kementerian Perdagangan (Kemendag) menegaskan daging kerbau ilegal yang diperebutkan warga Bengkalis dari tempat sampah tak dikonsumsi dan sudah dikembalikan. ;Plt Direktur Jenderal Perlindungan Konsumen dan Tata Niaga (PKTN) Kemendag Moga Simatupang menyebut Bea Cukai dan Polres setempat sudah melakukan mitigasi risiko. Ia mengatakan rumah-rumah warga Bengkalis didatangi untuk mengembalikan daging tak layak konsumsi tersebut. ;""Sejauh ini tidak ada (warga Bengkalis yang konsumsi daging dari tempat sampah). Informasi terakhir yang diperoleh, masyarakat sudah mengembalikan daging ilegal tersebut dan dilakukan penimbunan kembali dengan menambah kedalaman gali menjadi 5 meter,"" jelas Moga kepada CNNIndonesia.com, Rabu (31/5). ;Selain itu, Moga mengatakan dinas perdagangan di Bengkalis sedang melakukan sidak di pasar. Menurutnya, langkah ini dilakukan untuk mengecek kemungkinan masuknya daging ilegal tersebut ke pasar. ;Pernyataan Kemendag tersebut senada dengan Kantor Pengawasan dan Pelayanan Bea dan Cukai (KPPBC) Tipe Madya Pabean (TMP) C Bengkalis. ;Kepala Seksi Kepatuhan Internal dan Penyuluhan Bea Cukai Bengkalis Ariyadi Permana Hamdani menyebut pihaknya memang langsung membentuk tim investigasi untuk mengecek potensi daging ilegal tersebut dijual di pasar. ;""Iya betul (daging kerbau di TPA merupakan barang sitaan Bea Cukai Bengkalis). Setelah diperebutkan, sudah ditindaklanjuti. Kami segera membentuk tim melibatkan aparat terkait untuk inspeksi di peredaran atau pasar dan memberikan edukasi kepada masyarakat,"" katanya saat dikonfirmasi. ;""Sudah ditimbun kembali setelah dirusak. Secara prosedur sudah sesuai, acara lancar sampai selesai. Yang jelas itu barang masuk secara ilegal, tidak ada yang menjamin kelayakan konsumsinya karena tidak dilengkapi dokumen. Sangat berpotensi membawa hama penyakit,"" sambung Ariyadi. ;Sebelumnya, Plt KPPBC TMP C Bengkalis M Hakim Satria mengatakan daging kerbau tersebut diamankan dari KM Nur Muhammad GT.27 No. 700/PPE pada 6 April 2023 pukul 02.00 WIB, tepatnya di Kuala Sungai Bukit Batu, Kabupaten Bengkalis. Ia menekankan daging impor tersebut tidak dilengkapi dokumen kepabeanan yang sah. ;Barang bukti yang diamankan adalah daging kerbau beku tanpa tulang merek Black Gold sebanyak 1.123 box alias 20 kilogram. Ada juga daging kerbau beku tanpa tulang merek Al Tamam sebanyak 937 box atau 20 kilogram. Perkiraan nilai barang menyentuh Rp2,17 miliar dengan potensi kerugian negara Rp279,95 juta. ;
 ;Kapolres Bengkalis AKBP Setyo Bimo turut membenarkan daging musnahan Bea Cukai itu diperjualbelikan oleh warga nakal. ;Bimo lantas meminta Polsek di Bengkalis mendatangi rumah-rumah warga. Ia menegaskan pihaknya meminta warga tidak menjual dan mengkonsumsi daging yang sudah ditimbun di tempat sampah. ;""Ada yang diperjualbelikan. Kami sudah arahkan Kapolsek agar daging ini bisa diambil untuk dimusnahkan dengan cara-cara lain. Kita melakukan ini sebagai langkah menjaga, kita tidak tahu daging dari mana, banyak bakteri karena sudah ditimbun dalam sampah basah,"" ujarnya, dikutip dari Detik. ;[Gambas:Video CNN] ;",rumah sakit,CNN Indonesia
Rekan Buronan Kasus 1MDB Malaysia Meninggal usai Diinterogasi,"Rekan buronan kasus korupsi One Malaysia Development Berhad (1MDB) Low Taek Jho atau Jho Low, Kee Kok Thiam, meninggal dunia pada Senin (29/5). ;Ia meninggal usai diinterogasi Komisi Anti-Korupsi Malaysia (Malaysian Anti-Corruption Commission/MACC) terkait kasus 1MDB pada awal Mei. ;Dalam pernyataan resmi pengacara keluarganya, Kee meninggal pada awal pekan ini karena ""penyakit stroke yang tiba-tiba"" di rumah sakit. Mereka lalu mendesak agar publik tak berspekulasi soal kejadian tersebut. ;""Kami mendesak semua pihak untuk tak berspekulasi terkait kejadian tak menyenangkan ini dan memberikan ruang keluarga untuk berduka,"" demikian pernyataan itu, Rabu (31/5), seperti dikutip Channel News Asia. ;[Gambas:Video CNN] ;Berdasarkan foto yang diterima CNA, pemakaman Kee berlangsung hari ini usai dikremasi di Krematorium Kepong, Kuala Lumpur pada 09.30 waktu setempat. ;Terpisah, salah satu sumber MACC mengatakan Kee telah bertemu badan itu saat pertama kali kembali ke Malaysia pada awal Mei. ;Menurut media lokal, Kee merupakan rekanan Low dan telah dideportasi dari Makau karena memperpanjang visa. ;Ia ditangkap di Terminal 2 Bandara Internasional Kuala Lumpur pada awal Mei dan diinterogasi pihak berwenang Malaysia. ;MACC menyatakan pihaknya tak mendapat informasi dari pemerintah Makau terkait repatriasi Kee. Namun, mereka mendapat informasi dari jaringan intelijen. ;Saat bertemu MACC, Kee mengaku telah bertemu Low. Dalam pertemuan mereka, Low mengaku tak akan kembali ke negaranya untuk bersaksi. ;""Tak akan kembali ke Malaysia sebagai saksi dalam kasus 1MDB,"" kata Kee kepada MACC. ;Pengadilan di Malaysia dan Amerika Serikat telah mendakwa Low karena mendalangi pencurian uang senilai US$4.5 miliar dari 1MDB. Ia secara konsisten membantah tuduhan tersebut. ;Kee juga mengaku bertemu dengan buronan dan tersangka kasus 1MDB lain seperti Eric Tan Kim Loong, Casey Tang Keng Chee, Geh Choh Heng, dan Nik Faisal Ariff Kamil di Makau. ;Berdasarkan salah satu sumber di Malaysia, Kee diduga menerima uang yang berasal dari dana 1MDB dan SRC International melalui rekening bank perusahaan bernama Wright Shaw Limite.",rumah sakit,CNN Indonesia
"VIDEO: Latah, Penyakit atau Sekedar Cari Perhatian?",Latah.. Pengulangan kata atau gerakan yang terjadi pada seseorang jika di kejutkan. Fenomena latah di Indonesia seringkali menjadi bahan lelucon untuk kebanyakan orang.Lalu apa sebenarnya yang dimaksud dengan penyakit latah?,rumah sakit,CNN Indonesia
"Sinopsis Elysium, Bioskop Trans TV 1 Juni 2023","Bioskop Trans TV malam ini, Kamis (1/6), akan menayangkan Elysium pada pukul 21.45 WIB. Film Elysium dibintangi Matt Damon, Jodie Foster hingga Diego Luna. ;Elysium secara garis besar menggarisbawahi komentar sosial yang mengeksplorasi tema politik dan sosiologis, seperti imigrasi, kelebihan populasi, transhumanisme, sistem peradilan, teknologi, dan masalah kelas sosial. ;Pada 2154, Bumi kelebihan penduduk, berpenyakit, dan tercemar. Warga planet tersebut hidup dalam kemiskinan. Sedangkan orang kaya dan berkuasa hidup di Elysium, sebuah stasiun luar angkasa yang mengorbit tepat di luar atmosfer Bumi. ;Spider (Wagner Moura), seorang peretas yang tinggal di Bumi. Ia menjalankan tiga penerbangan pesawat ulang-alik ke Elysium menyelundupkan orang untuk menggunakan Med-Bays, perangkat yang dapat menyembuhkan penyakit atau kondisi apa pun. ;Sekretaris Pertahanan Elysium Delacourt (Jodie Foster) menembak jatuh dua pesawat ruang angkasa di luar angkasa, membunuh semua orang di dalamnya, dan semua orang di pesawat ulang-alik yang mencapai Elysium ditangkap dan dideportasi. ;Presiden Elysium Patel (Faran Tahir) menegurDelacourt atas tindakannya, mengancam pemecatan untuk tindakan serupa lagi. Sebagai pembalasan, Delacourt menawarkan kontrak pertahanan seumur hidup kepada CEO Armadyne Corp John Carlyle (William Fichtner). ; ;[Gambas:Video CNN] ;Hal itu dilakukan dengan imbalan program yang memungkinkan Delacourt melakukan kudeta dan mengangkat dirinya sebagai presiden. Carlyle kemudian menulis programnya dan menyimpan di dalam otaknya. ;Di Bumi, Max Da Costa (Matt Damon) yang merupakan tahanan bebas bersyarat bekerja untuk Armadyne Corp. ;Ia bekerja sebagai buruh ketika secara tidak sengaja terpapar radiasi dengan dosis yang mematikan. Max diberi obat dan diberi tahu memiliki lima hari untuk hidup. ;Max dan temannya Julio (Diego Luna) mendekati Spider dan membuat kesepakatan: Jika Max dapat mencuri informasi untuk Spider dari warga Elysium, dia akan memberi Max tumpangan antar-jemput ke Elysium sehingga dapat menggunakan Med-Bay untuk sembuh. ;Elysium ditulis dan diarahkan Neill Blomkamp yang juga mengarahkan District 9 (2009), Chappie (2015), Demonic (2021) dan Gran Turismo (2023). ;[Gambas:Youtube] ;Film Elysium tayang perdana di Taiwan pada 7 Agustus 2013, disusul AS pada 9 Agustus 2013. Elysium yang dibuat dengan bujet US$115 juta mengumpulkan US$286,1 juta dari box office global. ;Usai mengetahui sinopsis Elysium, saksikan film itu di Bioskop Trans TV malam ini pukul 21.45 WIB. Setelah itu, Bioskop Trans TV juga akan menayangkan I Am Wrath pada pukul 23.45 WIB. ;",rumah sakit,CNN Indonesia
Apakah Penderita Diabetes Bisa Sembuh Total?,"Orang yang telah divonis menderita diabetes, terutama diabetes tipe 2 tentu ingin sembuh. Karena itu sangat wajar saat muncul pertanyaan, apakah penderita diabetes bisa sembuh total? ;Diabetes sendiri merupakan salah satu penyakit yang bisa diderita siapa saja. Bahkan, saat ini penderita diabetes bukan hanya orang lanjut usia. Tidak sedikit juga orang di usia 30-40 tahun dinyatakan menderita diabetes. ;Lantas, apakah penyakit ini bisa disembuhkan? ;Melansir Northern Nevada, tidak ada obat untuk diabetes tipe 2. Tapi bukan berarti diabetes akan terus menggerogoti tubuh Anda. ;Diabetes memang tidak bisa disembuhkan. Tetapi ada kemungkinan tubuh bisa berada pada kondisi di mana Anda tidak memerlukan obat untuk mengelola diabetes. Tubuh juga tidak akan menderita efek buruk karena kadar gula darah yang terlalu tinggi. ;Hal ini bisa dilakukan dengan mengubah gaya hidup yang positif. Misalnya, makan makanan yang seimbang, berolahraga secara teratur, dan menurunkan berat badan yang sehat. Semua ini adalah kunci untuk membalikkan atau mengelola diabetes tipe 2. ;Perubahan gaya hidup lainnya juga dapat membantu. Termasuk tidak merokok, tidur cukup, membatasi alkohol, dan mengelola stres. Namun, bagi sebagian orang ini masih belum cukup dan pengobatan diperlukan untuk mengatasi kondisi tersebut. ;Saat seseorang bertanya, apakah penderita diabetes bisa sembuh total, mungkin terdengar klise. Sebab banyak orang yang berakhir putus asa saat dinyatakan menderita diabetes tipe 2. ;Tapi, menukil Diabetes UK, tidak ada yang tidak mungkin. Memang tidak ada jaminan bahwa diabetes Anda hilang selamanya. Tapi, kadar gula darah Anda bisa berada di bawah kisaran diabetes dan tidak memerlukan obat-obatan lagi untuk melanjutkan hidup. ;Kondisi ini oleh para tenaga medis disebut dengan remisi diabetes. Remisi akan terlihat melalui penurunan berat badan. Remisi lebih mungkin terjadi jika Anda menurunkan berat badan sesegera mungkin setelah diagnosis diabetes. ;Jika Anda mengalami obesitas, diabetes kemungkinan besar akan sembuh saat kehilangan banyak berat badan. Misal 15 kg secepat dan seaman mungkin setelah diagnosis. ;Penting untuk diketahui bahwa tidak semua orang yang kehilangan berat badan sebanyak ini dapat menyembuhkan diabetesnya. Tetapi kehilangan 15 kg tentunya mendatangkan banyak manfaat kesehatan. ;Itulah penjelasan terkait apakah penderita diabetes bisa sembuh total. ;
 ;",rumah sakit,CNN Indonesia
